"Sample";"BaseName";"Score"
"TCGA.06.0184.01A";"XBP1_UP";20,4010654435273
"TCGA.06.0187.01A";"RIDD_DOWN";12,5892864294678
"TCGA.06.0187.01A";"RIDD_UP";20,8401426271856
"TCGA.06.0187.01A";"XBP1_DOWN";36,6571012704828
"TCGA.06.0187.01A";"XBP1_UP";18,0949885833462
"TCGA.06.0190.01A";"RIDD_DOWN";16,8433405794554
"TCGA.06.0190.01A";"RIDD_UP";22,0789638912795
"TCGA.06.0190.01A";"XBP1_DOWN";45,6534418566105
"TCGA.06.0190.01A";"XBP1_UP";20,5767076706121
"TCGA.06.0190.02A";"RIDD_DOWN";13,0116245578883
"TCGA.06.0190.02A";"RIDD_UP";20,1743257071726
"TCGA.06.0190.02A";"XBP1_DOWN";40,1077418301645
"TCGA.06.0190.02A";"XBP1_UP";17,5557527111189
"TCGA.06.0210.01A";"RIDD_DOWN";19,0274810372389
"TCGA.06.0210.01A";"RIDD_UP";20,264627824156
"TCGA.06.0210.01A";"XBP1_DOWN";45,706567900853
"TCGA.06.0210.01A";"XBP1_UP";19,5998883319804
"TCGA.06.0210.02A";"RIDD_DOWN";18,6912852011833
"TCGA.06.0210.02A";"RIDD_UP";20,7918988259652
"TCGA.06.0210.02A";"XBP1_DOWN";45,2846866380727
"TCGA.06.0210.02A";"XBP1_UP";23,8093486436692
"TCGA.06.0211.01A";"RIDD_DOWN";14,8796898347061
"TCGA.06.0211.01A";"RIDD_UP";22,3907236245399
"TCGA.06.0211.01A";"XBP1_DOWN";38,4236591186661
"TCGA.06.0211.01A";"XBP1_UP";16,8093100812328
"TCGA.06.0211.01B";"RIDD_DOWN";13,1808182004693
"TCGA.06.0211.01B";"RIDD_UP";21,4801118644621
"TCGA.06.0211.01B";"XBP1_DOWN";35,4992607196729
"TCGA.06.0211.01B";"XBP1_UP";18,8630867630058
"TCGA.06.0211.02A";"RIDD_DOWN";16,8773212178538
"TCGA.06.0211.02A";"RIDD_UP";21,3993541908195
"TCGA.06.0211.02A";"XBP1_DOWN";44,4804044004649
"TCGA.06.0211.02A";"XBP1_UP";18,2242354152586
"TCGA.06.0219.01A";"RIDD_DOWN";18,6181278357198
"TCGA.06.0219.01A";"RIDD_UP";18,9852481403629
"TCGA.06.0219.01A";"XBP1_DOWN";44,6311703699454
"TCGA.06.0219.01A";"XBP1_UP";19,4031840878404
"TCGA.06.0221.02A";"RIDD_DOWN";14,9003154268088
"TCGA.06.0221.02A";"RIDD_UP";21,0188678668726
"TCGA.06.0221.02A";"XBP1_DOWN";36,3915084704015
"TCGA.06.0221.02A";"XBP1_UP";24,6254944181655
"TCGA.06.0238.01A";"RIDD_DOWN";18,0094586784856
"TCGA.06.0238.01A";"RIDD_UP";19,5487835923218
"TCGA.06.0238.01A";"XBP1_DOWN";48,0965525798885
"TCGA.06.0238.01A";"XBP1_UP";27,2107297518193
"TCGA.06.0644.01A";"RIDD_DOWN";15,3375351975451
"TCGA.06.0644.01A";"RIDD_UP";20,3632630587724
"TCGA.06.0644.01A";"XBP1_DOWN";44,01458925898
"TCGA.06.0644.01A";"XBP1_UP";17,3186938983135
"TCGA.06.0645.01A";"RIDD_DOWN";20,9370076511149
"TCGA.06.0645.01A";"RIDD_UP";21,2091391610388
"TCGA.06.0645.01A";"XBP1_DOWN";48,1523893838018
"TCGA.06.0645.01A";"XBP1_UP";19,6183348414807
"TCGA.06.0646.01A";"RIDD_DOWN";18,6942409885441
"TCGA.06.0646.01A";"RIDD_UP";22,5130296793524
"TCGA.06.0646.01A";"XBP1_DOWN";42,4180897454133
"TCGA.06.0646.01A";"XBP1_UP";20,9339730496582
"TCGA.06.0649.01B";"RIDD_DOWN";12,6483031528575
"TCGA.06.0649.01B";"RIDD_UP";22,4001640581122
"TCGA.06.0649.01B";"XBP1_DOWN";40,0523676217283
"TCGA.06.0649.01B";"XBP1_UP";22,2419899382293
"TCGA.06.0675.11A";"RIDD_DOWN";14,0928700272754
"TCGA.06.0675.11A";"RIDD_UP";18,7325312384489
"TCGA.06.0675.11A";"XBP1_DOWN";36,1995027102055
"TCGA.06.0675.11A";"XBP1_UP";15,5569612704564
"TCGA.06.0678.11A";"RIDD_DOWN";16,5671120817617
"TCGA.06.0678.11A";"RIDD_UP";17,28879168826
"TCGA.06.0678.11A";"XBP1_DOWN";38,5699451915464
"TCGA.06.0678.11A";"XBP1_UP";14,6722765332838
"TCGA.06.0680.11A";"RIDD_DOWN";14,2183825139216
"TCGA.06.0680.11A";"RIDD_UP";19,0243393360167
"TCGA.06.0680.11A";"XBP1_DOWN";35,397257246048
"TCGA.06.0680.11A";"XBP1_UP";16,0962198430575
"TCGA.06.0681.11A";"RIDD_DOWN";15,7718949195148
"TCGA.06.0681.11A";"RIDD_UP";18,5071378989061
"TCGA.06.0681.11A";"XBP1_DOWN";38,0613315583337
"TCGA.06.0681.11A";"XBP1_UP";15,2520935624667
"TCGA.06.0686.01A";"RIDD_DOWN";16,5690314088151
"TCGA.06.0686.01A";"RIDD_UP";18,7373790498073
"TCGA.06.0686.01A";"XBP1_DOWN";37,616890055017
"TCGA.06.0686.01A";"XBP1_UP";23,0838878047953
"TCGA.06.0743.01A";"RIDD_DOWN";15,5943849540529
"TCGA.06.0743.01A";"RIDD_UP";23,2106352055122
"TCGA.06.0743.01A";"XBP1_DOWN";40,7681649300976
"TCGA.06.0743.01A";"XBP1_UP";18,1126939903884
"TCGA.06.0744.01A";"RIDD_DOWN";13,8308543835492
"TCGA.06.0744.01A";"RIDD_UP";21,9874094605523
"TCGA.06.0744.01A";"XBP1_DOWN";35,0644038327386
"TCGA.06.0744.01A";"XBP1_UP";16,7444764885651
"TCGA.06.0745.01A";"RIDD_DOWN";14,6756338923898
"TCGA.06.0745.01A";"RIDD_UP";23,3989886877098
"TCGA.06.0745.01A";"XBP1_DOWN";42,6910110756746
"TCGA.06.0745.01A";"XBP1_UP";21,8275912019112
"TCGA.06.0747.01A";"RIDD_DOWN";12,4367316449023
"TCGA.06.0747.01A";"RIDD_UP";20,9842044477559
"TCGA.06.0747.01A";"XBP1_DOWN";35,8586477989707
"TCGA.06.0747.01A";"XBP1_UP";16,5640760493569
"TCGA.06.0749.01A";"RIDD_DOWN";16,8451363681114
"TCGA.06.0749.01A";"RIDD_UP";18,3734691163053
"TCGA.06.0749.01A";"XBP1_DOWN";43,2482855475184
"TCGA.06.0749.01A";"XBP1_UP";20,0167435362522
"TCGA.06.0750.01A";"RIDD_DOWN";16,3943493975448
"TCGA.06.0750.01A";"RIDD_UP";21,5075614652681
"TCGA.06.0750.01A";"XBP1_DOWN";41,8659661135228
"TCGA.06.0750.01A";"XBP1_UP";18,5863821952813
"TCGA.06.0878.01A";"RIDD_DOWN";15,9032124026779
"TCGA.06.0878.01A";"RIDD_UP";19,2522244260474
"TCGA.06.0878.01A";"XBP1_DOWN";35,3404939742861
"TCGA.06.0878.01A";"XBP1_UP";16,3242201034819
"TCGA.06.0882.01A";"RIDD_DOWN";18,7428625565979
"TCGA.06.0882.01A";"RIDD_UP";21,5568242890626
"TCGA.06.0882.01A";"XBP1_DOWN";44,1438818484989
"TCGA.06.0882.01A";"XBP1_UP";16,5423131623371
"TCGA.06.1804.01A";"RIDD_DOWN";11,9967010249163
"TCGA.06.1804.01A";"RIDD_UP";24,0097521734819
"TCGA.06.1804.01A";"XBP1_DOWN";36,0322986039062
"TCGA.06.1804.01A";"XBP1_UP";22,974618726405
"TCGA.06.2557.01A";"RIDD_DOWN";16,6548302131994
"TCGA.06.2557.01A";"RIDD_UP";21,8379467256402
"TCGA.06.2557.01A";"XBP1_DOWN";42,7606640731983
"TCGA.06.2557.01A";"XBP1_UP";22,0345628096591
"TCGA.06.2558.01A";"RIDD_DOWN";17,6699727885661
"TCGA.06.2558.01A";"RIDD_UP";22,304758973323
"TCGA.06.2558.01A";"XBP1_DOWN";41,0135276480992
"TCGA.06.2558.01A";"XBP1_UP";25,644774378518
"TCGA.06.2559.01A";"RIDD_DOWN";15,4977423334257
"TCGA.06.2559.01A";"RIDD_UP";22,9092882729774
"TCGA.06.2559.01A";"XBP1_DOWN";39,354922422802
"TCGA.06.2559.01A";"XBP1_UP";22,8078580526087
"TCGA.06.2561.01A";"RIDD_DOWN";15,3125461950529
"TCGA.06.2561.01A";"RIDD_UP";22,0040471634511
"TCGA.06.2561.01A";"XBP1_DOWN";42,2397683133977
"TCGA.06.2561.01A";"XBP1_UP";18,062246092508
"TCGA.06.2562.01A";"RIDD_DOWN";16,3318561088004
"TCGA.06.2562.01A";"RIDD_UP";23,1091476648537
"TCGA.06.2562.01A";"XBP1_DOWN";40,7361339414626
"TCGA.06.2562.01A";"XBP1_UP";18,1292322112748
"TCGA.06.2563.01A";"RIDD_DOWN";13,5234456052609
"TCGA.06.2563.01A";"RIDD_UP";22,2163413886752
"TCGA.06.2563.01A";"XBP1_DOWN";33,5078520484455
"TCGA.06.2563.01A";"XBP1_UP";16,2484979182266
"TCGA.06.2564.01A";"RIDD_DOWN";16,6949144705034
"TCGA.06.2564.01A";"RIDD_UP";22,9570817054417
"TCGA.06.2564.01A";"XBP1_DOWN";40,1482057026457
"TCGA.06.2564.01A";"XBP1_UP";21,9501223034301
"TCGA.06.2565.01A";"RIDD_DOWN";12,6365463551311
"TCGA.06.2565.01A";"RIDD_UP";23,527166458854
"TCGA.06.2565.01A";"XBP1_DOWN";34,8994931819886
"TCGA.06.2565.01A";"XBP1_UP";15,5552542623677
"TCGA.06.2567.01A";"RIDD_DOWN";18,0981023481251
"TCGA.06.2567.01A";"RIDD_UP";22,7413715037117
"TCGA.06.2567.01A";"XBP1_DOWN";43,5477322079199
"TCGA.06.2567.01A";"XBP1_UP";21,9061403830023
"TCGA.06.2569.01A";"RIDD_DOWN";9,50853721706368
"TCGA.06.2569.01A";"RIDD_UP";24,1019888701977
"TCGA.06.2569.01A";"XBP1_DOWN";30,4666249369239
"TCGA.06.2569.01A";"XBP1_UP";19,7985501757182
"TCGA.06.2570.01A";"RIDD_DOWN";16,5309958850864
"TCGA.06.2570.01A";"RIDD_UP";23,4643041100353
"TCGA.06.2570.01A";"XBP1_DOWN";42,4749966811443
"TCGA.06.2570.01A";"XBP1_UP";21,4920852001638
"TCGA.06.5408.01A";"RIDD_DOWN";14,0820522284805
"TCGA.06.5408.01A";"RIDD_UP";20,6468578362059
"TCGA.06.5408.01A";"XBP1_DOWN";35,8351825810927
"TCGA.06.5408.01A";"XBP1_UP";22,320148595094
"TCGA.06.5410.01A";"RIDD_DOWN";22,7657882627551
"TCGA.06.5410.01A";"RIDD_UP";20,7473086730837
"TCGA.06.5410.01A";"XBP1_DOWN";54,2447376021745
"TCGA.06.5410.01A";"XBP1_UP";16,8495700527655
"TCGA.06.5411.01A";"RIDD_DOWN";20,1050918758751
"TCGA.06.5411.01A";"RIDD_UP";21,4609133223472
"TCGA.06.5411.01A";"XBP1_DOWN";47,9349559050314
"TCGA.06.5411.01A";"XBP1_UP";23,7991864618983
"TCGA.06.5412.01A";"RIDD_DOWN";16,5589379526864
"TCGA.06.5412.01A";"RIDD_UP";21,8708933834518
"TCGA.06.5412.01A";"XBP1_DOWN";45,0693350630567
"TCGA.06.5412.01A";"XBP1_UP";18,973306046257
"TCGA.06.5413.01A";"RIDD_DOWN";14,7166508890579
"TCGA.06.5413.01A";"RIDD_UP";21,9985271211581
"TCGA.06.5413.01A";"XBP1_DOWN";39,6790140195454
"TCGA.06.5413.01A";"XBP1_UP";22,3689244857483
"TCGA.06.5414.01A";"RIDD_DOWN";17,0755331155322
"TCGA.06.5414.01A";"RIDD_UP";21,65299865128
"TCGA.06.5414.01A";"XBP1_DOWN";44,2876062166503
"TCGA.06.5414.01A";"XBP1_UP";16,3383849143558
"TCGA.06.5416.01A";"RIDD_DOWN";12,9699919874737
"TCGA.06.5416.01A";"RIDD_UP";20,1840829291668
"TCGA.06.5416.01A";"XBP1_DOWN";33,2692846560496
"TCGA.06.5416.01A";"XBP1_UP";22,9283443237041
"TCGA.06.5417.01A";"RIDD_DOWN";9,0814772714624
"TCGA.06.5417.01A";"RIDD_UP";15,8891957718431
"TCGA.06.5417.01A";"XBP1_DOWN";27,6681877799203
"TCGA.06.5417.01A";"XBP1_UP";15,4087823329403
"TCGA.06.5418.01A";"RIDD_DOWN";14,9904042801761
"TCGA.06.5418.01A";"RIDD_UP";21,7762880273324
"TCGA.06.5418.01A";"XBP1_DOWN";39,4822587260964
"TCGA.06.5418.01A";"XBP1_UP";19,0561327011211
"TCGA.06.5856.01A";"RIDD_DOWN";15,2400651439398
"TCGA.06.5856.01A";"RIDD_UP";23,3170769816781
"TCGA.06.5856.01A";"XBP1_DOWN";37,1076307309332
"TCGA.06.5856.01A";"XBP1_UP";23,0578100206612
"TCGA.06.5858.01A";"RIDD_DOWN";17,5680438416311
"TCGA.06.5858.01A";"RIDD_UP";23,3119474764362
"TCGA.06.5858.01A";"XBP1_DOWN";41,2962149380259
"TCGA.06.5858.01A";"XBP1_UP";24,5684075828142
"TCGA.06.5859.01A";"RIDD_DOWN";9,93096693667209
"TCGA.06.5859.01A";"RIDD_UP";17,7006426696007
"TCGA.06.5859.01A";"XBP1_DOWN";36,7103999546815
"TCGA.06.5859.01A";"XBP1_UP";27,4936081227617
"TCGA.06.AABW.11A";"RIDD_DOWN";17,0144579317979
"TCGA.06.AABW.11A";"RIDD_UP";15,992120273143
"TCGA.06.AABW.11A";"XBP1_DOWN";36,094746794794
"TCGA.06.AABW.11A";"XBP1_UP";13,0006459368754
"TCGA.08.0386.01A";"RIDD_DOWN";15,4663346607485
"TCGA.08.0386.01A";"RIDD_UP";23,0982521121764
"TCGA.08.0386.01A";"XBP1_DOWN";38,8612497914815
"TCGA.08.0386.01A";"XBP1_UP";26,2534214238657
"TCGA.12.0616.01A";"RIDD_DOWN";10,3441031842086
"TCGA.12.0616.01A";"RIDD_UP";17,8301612460881
"TCGA.12.0616.01A";"XBP1_DOWN";33,8068365990298
"TCGA.12.0616.01A";"XBP1_UP";21,4329574226435
"TCGA.12.0618.01A";"RIDD_DOWN";15,614213316914
"TCGA.12.0618.01A";"RIDD_UP";21,4270152299772
"TCGA.12.0618.01A";"XBP1_DOWN";41,4043040881464
